usage_detail_id,rs_survey_usage_data_uid,name,event_dtm,wrk_inst,std_no,main_title,article_title,pub_type,language,pub_format,tou,tou_desc,quantity,user_id,telesales_org_id,country_name,ip_address,location_name,survey_start_date,survey_end_date,Line,Error Reason
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,13,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12"
1f5eb620-4984-47e6-924c-c9943a073630,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, BiointerfaceszxcColloids and surfaces. B, Biointerfaceszxcasdzxcccccccccccccccccccccccczxcccccccccccccccccccccccccc",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,14,main_title: Field value should not exceed 1000 characters
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-aRticleTitle-,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,15,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13; article_title: Field value should not exceed 500 characters"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3112312312321233333,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal-JournalJournalJournalJournalJournal-JournalJournalJournalJournalJournal-JournalJournalJournalJournal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,16,usage_detail_id: Field value should not exceed 50 characters; pub_type: Field value should not exceed 100 characters
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,EnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglishEnglish,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,17,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15; language: Field value should not exceed 100 characters"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPYEMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,18,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17; tou: Field value should not exceed 100 characters"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,112131231231231231231231231231231231231323,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,19,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 18; quantity: Field value should not exceed 9 characters"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02ffa0276c3-55d6-42cd-8ffe-e9124acae02ffa0276c3-55d6-42cd-8ffe-e9124acae02ffa0276c3-55d6-42cd-8ffe-e9124acae02ffa0276c3-55d6-42cd-8ffe-e9124acae02ffa0276c3-55d6-42cd-8ffe-e9124acae02ffa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,21,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19; user_id: Field value should not exceed 200 characters"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.20312312312312312312312312,United States,06/15/2018,06/15/2020,22,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20; ip_address: Field value should not exceed 20 characters"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02f,1000000000,United States,24.12.119.203,United StatesasdasdUnited StatesasdasdUnited StatesasdasdUnited Statesasdasd,06/15/2018,06/15/2020,23,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21"
3efc13f6-92da-4afb-b2cb-d6f923ef4dc3,88a1b6f8-c595-49e2-97cf-793e88f5550f,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,1,fa0276c3-55d6-42cd-8ffe-e9124acae02fasd,1000001231230000,United States,24.12.119.203,United States,06/15/2018,06/15/2020,24,"usage_detail_id: Duplicate with Line 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22; telesales_org_id: Field value should not exceed 10 characters"
b9926253-fb7b-4661-bfa3-d2eb37a72435,d8368ad3-5086-4081-afec-e5b75d1d510c,ABCD Corp,5/19/2020,122825347,0927-7765,"Colloids and surfaces. B, Biointerfaces",,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,0,fa0276c3-55d6-42cd-8ffe-e9124acae02fasd,100000123,United States,24.12.119.203,United States,06/15/2021,06/15/2020,25,"Survey End Date should be greater than or equal to Survey Start Date; Quantity should be zero if Reported Title equals to 'None', otherwise it should be greater than zero"
628dcf5a-eb66-4e72-bbc6-c86e67437c49,a4d1e109-0b01-402c-87b4-4ebe4065e159,ABCD Corp,5/19/2020,122825347,0927-7765,None,,Journal,English,,EMAIL_COPY,Email a copy to my co-workers,7,fa0276c3-55d6-42cd-8ffe-e9124acae02fasd,100000123,United States,24.12.119.203,United States,06/15/2019,06/15/2020,26,"Quantity should be zero if Reported Title equals to 'None', otherwise it should be greater than zero; Reported TOU should be blank if Reported Title equals to 'None', otherwise it should be filled in"
