Detail ID,Detail Status,Product Family,Usage Batch Name,RRO Account #,RRO Name,RH Account #,RH Name,Wr Wrk Inst,System Title,Reported Standard Number,Standard Number,Standard Number Type,Fiscal Year,Payment Date,Reported Title,Article,Publisher,Pub Date,Number of Copies,Reported Value,Gross Amt in USD,Batch Amt in USD,Market,Market Period From,Market Period To,Author,Comment
9999998024,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998025,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998026,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998027,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998028,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998029,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998030,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998031,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998032,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998033,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998034,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998035,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998036,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998037,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998038,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998039,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998040,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998041,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998042,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998043,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998044,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998045,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998046,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998047,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998048,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998049,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998050,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998051,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998052,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998053,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998054,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998055,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998056,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998057,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998058,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998059,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998060,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998061,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998062,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998063,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998064,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998065,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998066,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998067,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998068,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998069,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998070,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
9999998071,WORK_NOT_FOUND,FAS,Title Mapping_PI,2000017011,"DALRO, Dramatic, Artistic & Literary Rights Organisation",,,,Test system title,,978-0-7695-2365-1,,FY2018,03/14/2018,Test title,What works in breastfeeding promotion,,01/15/2013,,11,48488.33333,145465,Univ,2015,2015,,usage from researched_usages_2000_errors.csv
